dCalendário[Ano];d_IES[UF];d_IES[Organização Acadêmica];dimUnidade[Instituicao];d_IES[Instituição (Nome)];dimCurso[nomeCurso];dimCurso[tipoCurso];dimCurso[tipoEixoTecnologico];dimCurso[SubeixoTecnologico];Número de cursos;Número de concluintes;Número de ingressantes;Número de inscritos;Número de Matrículas;Número de vagas;Matrícula Equivalente Apresentada Geral
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Contabilidade;Técnico;Gestão e Negócios;Gestão e Negócios;1;18;48;141;102;52;102
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Cuidados de Idosos;Técnico;Ambiente e Saúde;Saúde;2;20;34;40;59;35;59
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Enfermagem;Técnico;Ambiente e Saúde;Saúde;2;16;29;273;56;30;72,8
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Farmácia;Técnico;Ambiente e Saúde;Saúde;1;34;47;106;105;53;126
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Geoprocessamento;Técnico;Infraestrutura;Geomática e Agrimensura;1;14;43;56;105;58;126
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Informática;Técnico;Informação e Comunicação;Informática;2;16;68;181;185;78;222
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Meio Ambiente;Técnico;Ambiente e Saúde;Meio Ambiente;2;15;39;53;86;55;94,60000000000001
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Paisagismo;Técnico;Produção Cultural e Design;Conservação;1;18;45;99;123;50;135,3
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Secretariado;Técnico;Gestão e Negócios;Gestão e Negócios;1;16;46;69;86;51;86
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Zootecnia;Técnico;Recursos Naturais;Pecuária;1;19;41;95;96;44;115,19999999999999
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Agente de Proteção Civil;Qualificação Profissional (FIC);Segurança;Segurança;1;22;30;42;54;40;14,850000000000001
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Agronomia;Bacharelado;Recursos Naturais;Agrícola;4;29;220;856;949;216;1043,9
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Análise e Desenvolvimento de Sistemas;Tecnologia;Informação e Comunicação;Informática;2;6;88;419;265;82;318
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Assistente de Recursos Humanos;Qualificação Profissional (FIC);Gestão e Negócios;Gestão e Negócios;1;41;72;195;72;80;14,4
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Cervejeiro;Qualificação Profissional (FIC);Produção Alimentícia;Agroindustria;1;7;;;14;;3,5
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Ciência da Computação;Bacharelado;Informação e Comunicação;Informática;2;12;85;241;394;85;433,40000000000003
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Ciências Agrárias;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;12;41;84;169;40;185,9
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Cuidador de Idoso;Qualificação Profissional (FIC);Ambiente e Saúde;Saúde;1;21;43;43;43;43;12,9
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Cuidador Infantil;Qualificação Profissional (FIC);Ambiente e Saúde;Saúde;1;18;35;95;35;40;7
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Desenhista da Construção Civil;Qualificação Profissional (FIC);Infraestrutura;Civil;1;15;36;62;36;40;3,6
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Design de Moda;Tecnologia;Produção Cultural e Design;Design;1;14;26;30;108;30;118,80000000000001
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Engenharia de Alimentos;Bacharelado;Produção Alimentícia;Alimentos;2;4;54;163;201;42;221,10000000000002
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Engenharia de Computação;Bacharelado;Informação e Comunicação;Informática;1;;43;187;118;40;129,8
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Engenharia de Controle e Automação;Bacharelado;Controle e Processos Industriais;Automação;2;15;74;334;294;80;352,8
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Engenharia Elétrica;Bacharelado;Controle e Processos Industriais;Elétrica;2;;43;324;129;40;154,79999999999998
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Engenharia Eletrônica;Bacharelado;Controle e Processos Industriais;Elétrica;2;;99;553;200;96;240
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Engenharia Mecânica;Bacharelado;Controle e Processos Industriais;Mecânica;1;15;37;227;224;40;268,8
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Engenharia Mecatrônica;Bacharelado;Controle e Processos Industriais;Automação;1;;42;85;126;42;138,60000000000002
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Ensino Médio;Ensino Médio;Propedêutico;Propedêutico;1;;18;18;18;40;18
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Espanhol Intermediário;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;6;16;25;16;22;0,8
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Especialização - Desenvolvimento Educacional e Social;Especialização (Lato Sensu);Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;13;127;54;116;389;69;389
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Especialização - Gestão e Negócios;Especialização (Lato Sensu);Gestão e Negócios;Gestão e Negócios;1;;;;25;;25
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Especialização - Informação e Comunicação;Especialização (Lato Sensu);Informação e Comunicação;Informação e Comunicação;1;5;;;19;;19
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Especialização - Produção Cultural e Design;Especialização (Lato Sensu);Produção Cultural e Design;Produção Cultural e Design;1;2;;;40;;40
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Especialização - Recursos Naturais;Especialização (Lato Sensu);Recursos Naturais;Recursos Naturais;4;23;;;63;;63
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Física;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;7;55;157;230;80;253,00000000000003
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Gestão de Turismo;Tecnologia;Turismo, Hospitalidade e Lazer;Turismo;1;26;45;191;178;43;178
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Gestor de Microempresa;Qualificação Profissional (FIC);Gestão e Negócios;Gestão e Negócios;1;15;26;26;26;26;1,95
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Ilustrador;Qualificação Profissional (FIC);Produção Cultural e Design;Arte e Cultura;1;7;21;23;21;30;4,2
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Língua Brasileira de Sinais (Libras) ­ Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;;30;39;30;30;6
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Logística;Tecnologia;Gestão e Negócios;Gestão e Negócios;1;19;40;56;207;42;227,70000000000002
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Marcheteiro;Qualificação Profissional (FIC);Produção Cultural e Design;Arte e Cultura;1;12;16;22;16;30;3,24
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Matemática;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;4;31;150;355;752;160;827,2
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Medicina Veterinária;Bacharelado;Recursos Naturais;Pecuária;2;76;101;1349;510;91;612
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Mestrado - Desenvolvimento Educacional e Social;Mestrado;Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;1;;20;314;20;20;20
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Mestrado Profissional - Ambiente e Saúde;Mestrado Profissional;Ambiente e Saúde;Ambiente e Saúde;1;;26;55;26;26;26
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Mestrado Profissional - Desenvolvimento Educacional e Social;Mestrado Profissional;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;;18;18;42;18;42
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Mestrado Profissional - Recursos Naturais;Mestrado Profissional;Recursos Naturais;Recursos Naturais;2;8;55;43;86;35;86
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Músico de Banda;Qualificação Profissional (FIC);Produção Cultural e Design;Arte e Cultura;1;;;;20;;4
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Negócios Imobiliários;Tecnologia;Gestão e Negócios;Gestão e Negócios;1;21;40;119;185;40;185
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Operador de Computador;Qualificação Profissional (FIC);Informação e Comunicação;Informática;2;2;15;;32;;56,4
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Pedagogia;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;5;59;192;925;855;208;855
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Ambiente e Saúde;Qualificação Profissional (FIC);Ambiente e Saúde;Ambiente e Saúde;1;;;;9;;15,75
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Controle e Processos Industriais;Qualificação Profissional (FIC);Controle e Processos Industriais;Controle e Processos Industriais;1;;19;23;32;30;57,6
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Desenvolvimento Educacional e Social;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;7;301;161;337;422;223;88,1175
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Gestão e Negócios;Qualificação Profissional (FIC);Gestão e Negócios;Gestão e Negócios;4;39;129;284;167;151;132,1875
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Informação e Comunicação;Qualificação Profissional (FIC);Informação e Comunicação;Informação e Comunicação;3;35;26;46;63;50;6,2
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Produção Alimentícia;Qualificação Profissional (FIC);Produção Alimentícia;Produção Alimentícia;1;62;94;107;94;100;18,8
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Produção Cultural e Design;Qualificação Profissional (FIC);Produção Cultural e Design;Produção Cultural e Design;1;8;35;87;35;50;7
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Recursos Naturais;Qualificação Profissional (FIC);Recursos Naturais;Recursos Naturais;1;;;;8;;15,2
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Segurança;Qualificação Profissional (FIC);Segurança;Segurança;4;93;149;153;232;173;138,9625
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Química;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;8;70;116;242;80;266,20000000000005
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Redes de Computadores;Tecnologia;Informação e Comunicação;Informática;4;15;111;282;461;123;553,1999999999999
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Sistemas de Informação;Bacharelado;Informação e Comunicação;Informática;2;9;87;208;420;87;504
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Sistemas Para Internet;Tecnologia;Informação e Comunicação;Informática;1;15;40;119;199;40;238,79999999999998
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Administração;Técnico;Gestão e Negócios;Gestão e Negócios;3;40;133;312;447;134;491,70000000000005
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Agrimensura;Técnico;Infraestrutura;Geomática e Agrimensura;3;5;56;138;97;65;116,39999999999999
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Agroecologia;Técnico;Recursos Naturais;Agrícola;1;10;36;71;91;36;109,2
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Agropecuária;Técnico;Recursos Naturais;Agrícola;12;303;677;1735;2123;726;2547,6
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Alimentos;Técnico;Produção Alimentícia;Alimentos;1;32;34;118;103;35;123,6
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Automação Industrial;Técnico;Controle e Processos Industriais;Automação;5;59;161;477;480;175;624
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Cervejaria;Técnico;Produção Alimentícia;Agroindustria;1;;39;39;39;40;42,900000000000006
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Controle Ambiental;Técnico;Ambiente e Saúde;Meio Ambiente;2;31;35;98;137;35;164,4
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Defesa Civil;Técnico;Segurança;Segurança;2;1;41;79;89;40;97,9
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Edificações;Técnico;Infraestrutura;Civil;1;;40;85;40;40;52
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Eletroeletrônica;Técnico;Controle e Processos Industriais;Elétrica;3;62;71;109;212;71;275,6
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Eletromecânica;Técnico;Controle e Processos Industriais;Automação;3;48;108;245;291;107;378,3
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Eletrônica;Técnico;Controle e Processos Industriais;Elétrica;1;11;39;54;82;40;106,60000000000001
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Eletrotécnica;Técnico;Controle e Processos Industriais;Elétrica;1;16;40;102;95;40;123,5
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Guia de Turismo;Técnico;Turismo, Hospitalidade e Lazer;Turismo;1;2;37;41;100;37;110,00000000000001
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Hospedagem;Técnico;Turismo, Hospitalidade e Lazer;Hospitalidade;3;92;110;417;385;110;423,50000000000006
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Informática;Técnico;Informação e Comunicação;Informática;15;364;643;1968;1909;637;2290,7999999999997
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Informática Para Internet;Técnico;Informação e Comunicação;Informática;1;32;37;145;99;36;118,8
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Logística;Técnico;Gestão e Negócios;Gestão e Negócios;1;;;;22;;22
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Mecânica;Técnico;Controle e Processos Industriais;Mecânica;3;39;84;212;214;90;278,2
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Qualidade;Técnico;Gestão e Negócios;Gestão e Negócios;1;1;;;18;;19,8
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Química;Técnico;Produção Industrial;Química;5;30;122;208;402;126;522,6
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Segurança do Trabalho;Técnico;Segurança;Segurança;5;114;234;913;657;234;722,7
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Transações Imobiliárias;Técnico;Gestão e Negócios;Gestão e Negócios;1;14;39;158;102;40;102
2019;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Vestuário;Técnico;Produção Industrial;Vestuário;1;8;31;30;95;30;123,5
